Text_index;Familier;Courant;Soutenu;Poubelle;Texte
82013_tweet.txt;0.9960266351699828;0.010779708623886108;0.00022608041763305664;0.0001506507396697998;Bosh il lui a fait un sal boulot à kaaris il lui a montré que maintenant y’a plus de petit et grand
130701_tweet.txt;0.9961282014846802;0.011465072631835938;0.00021013617515563965;0.00015535950660705566;Le craquage est complet, j’ai préco le repackage de straykids, et Mario Allstar 😐🤡🥴
39077_tweet.txt;0.998724102973938;0.003279715776443481;0.0005043148994445801;0.0004163086414337158;Allez c'est parti #Cdiscount2emeDemarque
98773_tweet.txt;0.9986186027526855;0.0035552978515625;0.0004616677761077881;0.0003715753555297852;@XXX @XXX Chut faut pas le dire à Camille
258184_tweet.txt;0.9978873729705809;0.005915135145187378;0.00030988454818725586;0.00024196505546569824;ma passion pendant le générique des vlogs d’août: essayer de deviner qui est qui quand y’a les dessins des potes à Léna
262936_tweet.txt;0.9957979917526244;0.010594874620437622;0.0002384185791015625;0.00014525651931762695;Me encontré  #MTVHottest BTS @XXX url_path
99082_tweet.txt;0.9989230632781982;0.001787722110748291;0.000989675521850586;0.0005716681480407715;@XXX putain, ils veulent notre peau Nintendo. C'est day one les amiibo
64005_tweet.txt;0.9975546002388;0.007098883390426636;0.00027564167976379395;0.00021520256996154785;RT @XXX: Je suis en larmes quel roi 😭😭 url_path
90158_tweet.txt;0.9984832406044006;0.004100024700164795;0.00040918588638305664;0.0003357529640197754;Je suis POUR les grèves mais alors encore une de la #SNCF sachant qu’on est en plein Covid et qu’on s’entasse déjà en temps normal, je vous invite à aller niquer vos mères
189761_tweet.txt;0.9678494930267334;0.06198278069496155;0.0001665651798248291;5.9482699725776904e-05;Maroua a chaque drama elle me déçoit un peu plus je suis choquée d’elle
92675_tweet.txt;0.9988892078399658;0.0015259385108947756;0.0011973977088928225;0.0005752444267272949;@XXX @XXX @XXX Des grand Denjiro malina Marié, tout sa pour procréer un énergumènes tel que jctrrrr eeeesh foorce a vous deux hein on est pas ensemble sur le coup😭😭😭😭
71292_tweet.txt;0.9988860487937928;0.0015254020690917967;0.0011989176273345947;0.0005714595317840576;Même si on lui coupe le pied il doit jouer. Back to back MVP, MVP et DPOY sur la même saison et tu vas te manger un sweep ?????  LMAOOOOOOOOO must win tonight @XXX your legacy is on the line url_path
160768_tweet.txt;0.9534457921981812;0.08324620127677917;0.00017178058624267578;5.433131445897743e-05;#Hassan les personnes qui croient encore  que Hassan a frapper fathma  venez on se pose 2 min et on discute
195174_tweet.txt;0.9988853931427002;0.0014248490333557127;0.0013180971145629885;0.000592350959777832;j'espère grave que Léna elle va passer un moins entier chill sans emmerde (et sans maladie) parce que bichette toujours elle a la poisse
35968_tweet.txt;0.9973284006118774;0.007578790187835693;0.00026142597198486334;0.0001983642578125;@XXX Mais non mais imagine elle me recale ...
148387_tweet.txt;0.9989142417907716;0.0015810132026672365;0.0011518001556396484;0.0005878210067749022;Le pauvre Westbrook mais oklm il fais un bon match url_path
58099_tweet.txt;0.9989072680473328;0.0017950832843780515;0.0009784996509552002;0.0005540549755096437;Sa soule trop de changement sur #rmclive #RMCF après bourdin,brunet maintenant fatima j aime pas tous ses changements vous aller nous manqué #GGRMC #gg url_path
233171_tweet.txt;0.9942213892936708;0.0164034366607666;0.00018325448036193848;0.00012101487664040178;@XXX En contre, mais on les négocie mal, et en défense ben chaque fois que Brest arrive dans notre moitié, ils peuvent marquer mdr.
188152_tweet.txt;0.9989079236984252;0.0015522539615631106;0.0011812448501586914;0.0005896091461181642;jamais tranquille c un truc de malade même contre brest
243462_tweet.txt;0.9988796710968018;0.0013576745986938474;0.0014143884181976318;0.0006046891212463379;J'aurais parlé comme ca ma mere m aurais mis un coup de tong dans la gueule voir un coup de poele mdr #LRDS
1723_tweet.txt;0.9988777637481691;0.002324223518371582;0.0007252991199493407;0.0005050003528594972;le pauvre Jean-Luc Gary il tremble a mort  #SNCF
97010_tweet.txt;0.9989098906517028;0.0017661154270172121;0.0010151565074920654;0.0005814433097839355;On en parle du bop de Somi ??
88325_tweet.txt;0.9959012866020204;0.011473745107650757;0.0002200603485107422;0.00015079975128173828;@XXX @XXX Vas rejoindre David Luiz qu’on t’insulte tes grands morts @XXX
45323_tweet.txt;0.998839259147644;0.0026647746562957764;0.0006229877471923827;0.00047597289085388173;@XXX Qu’est ce que jferais pas pour toi dis donc
203785_tweet.txt;0.9988681077957152;0.001769721508026123;0.0010062754154205322;0.0005466938018798828;Bh clairement personne n’aime les poissons jpp, j’ai le pire des signes astro 🥶
42353_tweet.txt;0.9989132881164552;0.0015583038330078125;0.0011816620826721194;0.00059470534324646;Kunigami il s’est fait jeté j’ai le seum url_path
208987_tweet.txt;0.9985573291778564;0.0039021074771881104;0.0004251599311828613;0.0003553926944732666;RT @XXX: Non mais la vraie question c'est pourquoi tu demandes le signe astro de tes potes, t'as pas de meilleure discussions la ?
